date,id,quality,minutes,note
2026-02-11,C2-2.6-Ex11,4,10,test run
2026-02-11,C3-3.4-Ex11,4,10,test run
2026-02-11,C3-3.4-Ex11,4,10,test run
2026-02-11,C3-3.4-Ex11,4,10,test run
2026-02-11,C1-1.9-Ex9,3,20,real run
2026-02-11,C3-3.4-Ex15,4,NA,
